Label, F1,F2, F3, F4, F5, F6, F7, F8, F9, F10, F11, F12, F13
i,0.196116135,0.980580676,53.00943312,1.551930641,53.00943312,0.018864567,0.999822048,53.16227766,0,0.643501109,0.207046839,0.25,204
i,-0.707106781,-0.707106781,75.74298647,0.832093167,46.66904756,0.707106781,0.707106781,118.4788297,5.497787144,6.79779236,4.543520308,0.68,438
i,-0.554700196,0.832050294,125.8014308,1.1533791,72.69112738,0.137568371,0.990492273,194.5066803,3.816333596,4.988401395,2.655350924,2.08203125,328
i,-0.341743063,0.939793423,134.6291202,1.307801595,134.6291202,-0.259973473,0.965615759,135.8297642,2.78E-17,1.469217216,0.397780637,7.015625,172
j,0,1,110.063618,1.266285444,86.53900855,-0.381330923,0.924438601,144.1826765,-3.141592654,6.972699389,6.613193017,1.59765625,391
j,0,1,75.66372975,1.05984675,67.95586803,-0.544471008,0.838779662,96.95765461,-1.570796327,6.815689405,5.342542325,0.47265625,375
j,0,1,77.88452991,1.297787624,57.00877125,-0.368364368,0.9296815,105.9185372,-1.570796327,7.494274634,6.879399145,0.6640625,625
j,-0.196116135,0.980580676,107.9675877,1.298857905,87.92041856,-0.329843744,0.944035542,139.1328206,-1.107148718,8.772502449,6.521644888,1.578125,469
j,0,1,67.67569726,1.23970025,49.1934955,-0.447213595,0.894427191,97.25882847,-1.570796327,6.926686416,6.854354823,0.288888889,563
j,0.707106781,0.707106781,80.00624976,1.252998321,69.28924881,-0.346374083,0.938096474,106.6896135,-3.926990817,11.78097245,13.61526584,1,563
j,0,1,94.9210198,1.282366768,66.70832032,-0.404747112,0.914428661,132.0552682,-3.141592654,7.220327998,7.214443078,2.848888889,532
j,0,1,82.28000972,1.210603182,65.74191966,-0.44111885,0.897448695,110.3197997,-3.141592654,6.815689405,3.952307883,0.444444444,516
j,0,1,101.5332458,1.27084917,79.84985911,-0.375705109,0.926739268,133.2109015,-1.570796327,7.807478388,6.616237599,0.67578125,625
j,-0.141421356,0.989949494,109.7314905,1.246163936,89.1571646,-0.392565198,0.919724179,141.2109193,-1.570796327,8.204978425,7.514998896,3.28,563
j,-0.141421356,0.989949494,123.9395014,1.317990035,96.13532129,-0.322462125,0.946582367,160.0196158,-1.570796327,6.574522946,4.996220721,1.578125,547
j,0.707106781,0.707106781,89.28605714,1.298650436,65.19202405,-0.352803895,0.935697286,119.4684852,-4.71238898,12.19567471,13.38943239,0.64,562
j,0,1,70.88018059,1.284744885,47.42362281,-0.42173075,0.906721112,103.1524542,-3.141592654,10.99557429,8.38639613,0.47265625,547
j,0.196116135,0.980580676,94.20191081,1.410883204,63.34824386,-0.205214844,0.97871695,134.1473237,-1.570796327,5.999391198,5.455123283,1,469
j,0.371390676,0.928476691,116.8118145,1.203007865,96.38464608,-0.383878569,0.923383585,144.5505276,-1.892546881,8.313445167,5.420625204,1.328125,547
j,0,1,120.0708124,1.309657454,84.86459804,-0.365287773,0.930894647,159.5219338,-3.141592654,5.590364531,4.060977106,2.12890625,500
j,0,1,138.6001443,1.285559217,99.92497185,-0.390292829,0.920690777,186.5032102,-1.570796327,6.817469601,4.848266751,2.817777778,453
j,0,1,428.5440467,0.798598717,169.6643746,0.996084183,0.088409839,827.3807547,-3.283489708,7.50285134,2.18755289,12.1328125,625
j,-0.229039334,0.973417168,302.3011743,0.869704896,111.1575459,0.989586439,0.143939846,599.9721723,-2.850135859,10.5536918,3.238807758,4.951111111,1000
j,0,-1,180.294204,1.079860208,55.73149917,0.986874583,0.161488568,351.2167662,-6.561484966,10.28866181,12.74098775,2.58203125,703
k,0,1,92.70382948,1.160238879,87.84645696,0.387038945,0.922063368,224.7865475,7.068583471,15.23898674,21.02747893,3.102222222,891
k,0,1,117.6180258,1.103346455,100.3045363,0.348937359,0.93714605,314.5163758,-3.141592654,17.61634885,24.9001318,1.89453125,875
k,-0.124034735,0.992277877,105.1189802,1.128422104,100.9009415,0.33696415,0.941517478,233.4015269,-5.819537698,12.63235767,12.03164966,2.69140625,922
k,0,1,98.35141077,1.239399769,92.2279784,0.162640451,0.986685403,224.0438148,0.785398163,23.28165529,43.33113201,1.1953125,1047
k,0.196116135,0.980580676,106.3202709,1.284744885,103.0776406,0.242535625,0.9701425,261.5625963,1.570796327,12.37278643,18.68514562,2.351111111,907
k,-0.141421356,0.989949494,91.38927727,1.165904541,84.40379138,0.23695618,0.971520339,249.667369,7.068583471,23.94508929,46.70852242,1.137777778,859
k,0,1,103.4456379,1.276561762,102.3572176,0.254012376,0.967200968,214.0044457,7.068583471,19.88587077,28.19429158,0.765625,1094
k,0,1,82.87339742,1.226149011,82.21921916,0.316227766,0.948683298,197.6795968,0.785398163,17.25900297,23.04922199,1.4453125,875
k,0,1,108.8117641,1.272297395,101.2027668,0.207504208,0.978234125,249.9019514,6.823604807,19.80267497,38.51222661,1.7265625,875
k,0,1,91.0933587,1.269876092,89.49860334,0.234640533,0.972082209,207.1861832,0,16.13783851,24.7188429,1.111111111,968
k,0,1,96.00520819,1.186421497,96.00520819,0.374979657,0.92703304,204.708314,1.570796327,10.91736755,18.248059,1.12890625,750
k,0,1,98.23441352,1.313472612,97.29337079,0.215842044,0.976428293,194.0147244,0.785398163,15.69464144,25.63187385,1.622222222,922
k,0,1,127.9531164,1.135113454,125.5388386,0.382351793,0.924016832,339.8992713,-4.71238898,14.88447085,12.57553903,9.195555556,875
k,0,1,168.9615341,1.28274088,166.8652151,0.23971443,0.970843444,342.6273551,1.107148718,11.73044533,19.63535505,4.8203125,844
k,0.242535625,0.9701425,98.08669635,1.161888498,94.86832981,0.316227766,0.948683298,245.4788911,6.283185307,13.27878156,19.90690843,1.6015625,672
k,0,1,149.1878011,1.306307944,139.4417441,0.143429072,0.989660599,305.5295213,7.068583471,12.89269912,20.19199333,6.8828125,750
k,0,1,145.523194,1.320817705,134.0820644,0.126788024,0.991929835,309.1244835,1.107148718,14.13370938,18.76038267,6.102222222,765
k,0.707106781,-0.707106781,182.849665,1.011617301,95.70788891,0.898567516,0.438835299,580.3021869,-0.19739556,30.81218763,30.87462161,6.70703125,1844
k,0.948683298,-0.316227766,188.3533913,0.886934576,134.6476884,0.883787916,-0.46788772,586.2525332,-4.71238898,37.4816474,40.56164845,6.724444444,2312
k,0.8,-0.6,195.7804893,0.705856196,162.963186,0.91431693,-0.404999446,508.2890422,0.19739556,30.16787844,28.6733277,3.15625,1969
l,0.8,-0.6,149.4857853,1.194016641,36.40054945,0.961523948,-0.274721128,289.8004005,4.931057926,8.52734826,9.262323109,8.008888889,469
l,0.707106781,-0.707106781,133.8095662,1.275044641,24.04163056,0.95667388,-0.291161616,261.5299359,4.71238898,5.346868788,4.907951298,2.844444444,531
l,0.447213595,-0.894427191,118.5959527,1.262378316,19.23538406,0.46788772,0.883787916,226.6531859,4.71238898,8.805373729,7.844048673,2.08203125,563
l,0.707106781,0.707106781,91.41662868,1.224829054,14.4222051,0.832050294,0.554700196,184.172848,4.71238898,10.29181438,11.6319619,1.1640625,641
l,0.447213595,-0.894427191,138.0036231,1.168758957,36.06937759,0.693108716,0.720833065,253.5629472,3.141592654,7.149755151,4.962223905,2.36328125,609
l,1,0,152.2005256,1.151237775,36.87817783,0.759256602,-0.650791373,289.651514,1.570796327,9.610349311,10.74487045,2.5390625,594
l,0.894427191,-0.447213595,133.1352696,1.241920002,30.41381265,0.723355544,-0.690475747,250.0198063,3.926990817,11.51896472,9.19145646,2.20703125,656
l,0.9701425,-0.242535625,156.3201842,1.285466907,33.61547263,0.386726676,0.922194382,288.6395684,4.71238898,8.679802283,7.632746514,2.635555556,594
l,0.6,-0.8,133.7946187,1.227772386,19.23538406,0.883787916,-0.46788772,262.3593515,2.35619449,9.483919786,10.1293649,3.755555556,531
l,0,-1,130.2497601,1.314644944,14.14213562,-0.141421356,0.989949494,251.8256387,3.141592654,6.059932293,4.266807395,3.417777778,656
l,0.707106781,-0.707106781,149.5760676,1.251159934,26.57066051,0.940887412,-0.338719468,299.3102276,4.71238898,7.944351207,5.796502364,2.20703125,1016
l,0.707106781,-0.707106781,150.4160896,1.196462711,26.92582404,0.928476691,-0.371390676,296.1547118,2.35619449,7.203395068,4.903164304,2.5,672
l,0.707106781,-0.707106781,76.55063684,1.224257462,12.04159458,0.747409319,-0.664363839,157.885339,4.957367644,13.82120915,21.04891258,1.6,641
l,0.447213595,-0.894427191,147.0544117,1.259798046,15.62049935,0.76822128,0.6401844,287.2485798,0,10.47357666,13.7584648,3.765625,562
l,0.624695048,-0.780868809,103.1212878,1.224510819,33.42154993,0.77794118,-0.628337107,184.4160978,3.605240263,9.690183677,9.487401461,2.32,1156
l,0.707106781,-0.707106781,159.6652749,1.095944705,33.12099032,0.875577684,-0.483077343,300.4500132,3.141592654,9.537111809,8.352945257,2.1953125,953
l,1,0,171.7469068,1.269300829,24.69817807,0.850265147,-0.526354615,334.0698005,4.71238898,11.96460891,12.39308215,5.497777778,719
l,1,0,154.9225613,1.058055249,87.8179936,0.865426285,-0.501036271,345.6889624,7.853981634,32.87873431,29.04167894,1.73828125,1891
l,1,0,183.9619526,1.065809752,83.86298349,0.989709602,0.143090545,377.3329747,6.841784623,7.303677897,4.423203494,8.28125,610
l,0.406138466,-0.913811549,195.757503,1.237737692,65.73431372,0.973616311,-0.228191323,396.0238103,5.092895357,10.09206782,6.273009428,6.435555556,546
m,0,1,88.09086218,0.688924388,87.45856162,0.777511072,0.628869249,249.712907,-5.27E-16,19.64510451,30.16795258,1.644444444,937
m,0,1,76.69419796,0.693068829,75.43208866,0.782160498,0.623077007,208.344877,4.16E-16,16.22901074,25.99029967,1.65625,1000
m,0.216930458,0.97618706,91.04943712,0.89434012,78.51751397,0.725952684,0.687744648,272.5542961,-0.244978663,16.1928271,25.9547942,3.09765625,890
m,0.447213595,0.894427191,101.1385189,0.764422219,79.64923101,0.878853432,0.477091863,299.5262033,0.785398163,25.00740825,43.41001872,2.703125,1016
m,0,1,87.04596487,0.744770126,71.55417528,0.894427191,0.447213595,227.8063013,-5.55E-17,15.79055442,18.99156478,0.53515625,906
m,0.124034735,0.992277877,128.724512,0.763423679,105.8158778,0.85998436,0.51032039,365.7174881,-1.570796327,18.24797375,28.35594928,3.075555556,891
m,0,1,111.8302285,0.620249486,102.7277957,0.856632808,0.515926577,276.0393537,0.643501109,20.94666862,39.47160296,0.875555556,906
m,0,1,113.8112472,0.629442281,107.4476617,0.781775971,0.623559405,277.2286119,0.785398163,15.75191716,23.86755701,1.04,765
m,0,1,99.32270637,0.562868233,95.18928511,0.85093611,0.525269204,241.6161509,0.785398163,23.06260773,41.49859624,0.61328125,1125
m,0.447213595,0.894427191,83.21658489,0.57133748,75.76938696,0.923855964,0.382740328,203.5036052,-0.463647609,18.93640293,28.07287644,0.53125,969
m,0,1,81.83520025,0.672832548,78.81624198,0.812015371,0.583636048,194.1852082,0,19.32025993,28.71121703,0.52,1000
m,0.8,0.6,63.81222453,0.561921562,60.53924347,0.858946974,0.512064542,162.6347262,-2.35619449,21.04609044,29.71865609,0.604444444,906
m,0.6,0.8,64.66065264,0.553681322,62.64982043,0.877895573,0.478852131,138.5625738,-0.463647609,18.65044911,29.10789889,0.265625,1234
m,0.707106781,0.707106781,71.86793444,0.55712439,68.8839604,0.885547225,0.464549364,173.5581748,0.463647609,28.85644115,34.786567,0.222222222,1109
m,0,1,46.5188134,0.44441921,44.59820624,0.941741912,0.336336397,113.5333803,0,21.99114858,33.67296717,0.231111111,1359
m,0.196116135,0.980580676,89.30845425,0.594213704,88.20430828,0.838961287,0.544191105,226.5196642,-5.55E-17,17.29790505,25.05143709,0.48828125,1062
m,0.447213595,0.894427191,111.3956911,0.70278408,97.61659695,0.870753567,0.491719661,279.9760544,-0.785398163,14.34410507,23.24475996,1.1328125,812
m,0,-1,229.8630027,0.806933295,177.5443607,0.895550833,-0.444959219,448.7145675,-3.141592654,9.70704431,12.12340452,10.41015625,687
m,0.196116135,-0.980580676,155.5956298,0.593350146,129.6533841,0.994960532,0.10026734,330.5285551,-2.677945045,12.20738627,13.01843254,1.8,1016
m,0.6,0.8,110.7519752,0.695894345,102.9028668,0.82602169,0.56363833,279.5350954,-0.785398163,16.27406109,23.37105082,0.444444444,938
n,0.894427191,0.447213595,52.32590181,0.785398163,52.32590181,0.707106781,0.707106781,125.9423472,-1.570796327,15.81896028,18.23550283,0.1953125,766
n,0,1,66.60330322,0.849141476,53.82378656,0.817482433,0.575953532,148.5587496,0,9.177343482,12.4369412,0.555555556,718
n,-0.164398987,0.986393924,59.54829972,0.856705628,55.6057551,0.611447501,0.791285001,140.364386,1.570796327,22.06706147,23.81896308,0.377777778,578
n,0,1,74.79304781,1.053308586,72.01388755,0.430472525,0.902603681,196.9727653,0.463647609,18.93424321,18.9467284,0.5078125,532
n,-0.129339184,0.991600411,76.92203845,1.112962606,68.42514158,0.453049848,0.891485185,188.9970491,2.782821983,16.19698426,20.22670469,1.42578125,485
n,0.188847394,0.982006447,86.60831369,1.024436302,77.4209274,0.581238194,0.813733471,198.2885537,0.021502062,12.44703633,13.82399639,2.73828125,407
n,0.058722022,0.998274373,79.25906888,1.056345014,79.25906888,0.492057257,0.870562839,211.6005285,0.222081902,11.22090294,13.2498869,1.207075963,453
n,0.124034735,0.992277877,94.3716059,1.121365769,94.3716059,0.434452711,0.900694644,242.2718258,0.079829986,13.30328913,13.85683577,1.015625,438
n,0.146548661,0.989203462,95.29428105,1.078987151,95.29428105,0.472221413,0.88147997,227.6351699,0.408149104,10.90498386,13.01171156,1.953125,406
n,NaN,NaN,72.11102551,0.982793723,57.28001397,0.698323852,0.715781948,165.5682284,0,14.61641487,31.63227177,0.5078125,766
n,0.18208926,0.983282005,79.32212806,0.982793723,72.80109889,0.604386481,0.796691271,195.3510853,0.14955974,9.614218454,12.0458134,2.422222222,390
n,0,1,87.32124598,1.05591155,87.32124598,0.492434568,0.870349468,223.8738431,0.404891786,9.563866157,7.119370466,2.84765625,391
n,0,1,86.40601831,1.153747085,84.30895563,0.379556356,0.925168618,234.7961404,0.165148677,10.07330674,13.10245947,2.351111111,437
n,0.058722022,0.998274373,94.41398202,1.073985525,94.41398202,0.47662432,0.87910708,245.9980808,0.369192674,12.20602062,13.03498773,3.06640625,422
n,0.062378286,0.998052578,105.1189802,1.128422104,105.1189802,0.428086345,0.903737839,275.3839558,0.254436679,10.69199436,12.77273347,4.015625,422
n,0.06049506,0.998168497,112.7696768,1.071449605,107.424392,0.484061385,0.875034042,296.5629398,-5.890845163,11.49856156,8.886728063,4.857777778,484
n,0.136637397,0.990621129,100.1698557,1.013255212,98.47842403,0.538188954,0.842824211,260.0575507,0.113150982,10.02273817,12.26581925,2.3125,391
n,0,-1,80.15609771,0.989714028,45.35416188,0.9701425,-0.242535625,142.9648963,-2.677945045,5.576079547,1.920196456,1,563
n,-0.707106781,-0.707106781,87.7268488,0.753151281,65.1459899,0.951708618,0.30700278,204.1974517,4.71238898,17.76871692,22.40731207,0.625,1203
n,-0.496138938,0.868243142,210.0404723,0.80223159,126.1942946,0.998460353,0.05547002,561.232517,-3.280232391,22.0337128,24.0921826,5.177777778,1250
o,-0.324324324,0.945945946,110.3449138,0.759762755,7.280109889,0.961523948,-0.274721128,239.2138861,5.481286991,5.703287069,1.378265834,6.084444444,250
o,-0.930751493,-0.365652372,127.2870771,0.796508817,51.03920062,-0.999231951,0.039185567,337.2027417,7.460923615,8.402971612,2.382312249,4.022222222,390
o,-0.038433122,0.999261175,119.40268,0.933995285,61.20457499,0.081693239,0.996657521,316.6533552,6.456986426,10.61706842,2.937175114,2.64453125,484
o,-0.917555625,0.397607438,125.6702033,0.960722253,37.48332963,-0.693641687,0.720320213,322.0929851,7.177525428,7.821026536,1.993621862,4.17578125,453
o,-0.45795659,0.888974556,141.2409289,0.951369886,59.03388857,-0.626758645,0.77921345,354.0479505,6.409777434,7.264314472,1.662422488,4.24,422
o,-0.196116135,0.980580676,124.8439025,0.864776478,36.67424164,-0.190869659,0.98161539,310.7671816,6.325055176,8.570506296,2.018507686,3.3828125,453
o,-0.989203462,-0.146548661,155.0806242,0.9595421,40.52159918,-0.962449676,0.271460165,386.7226985,7.382312807,13.12561503,4.364844032,3.311111111,562
o,-0.97926042,-0.202605604,178.3619915,0.884672339,17.08800749,-0.936329178,-0.351123442,414.4485819,6.867501291,8.268043717,1.807775583,3.897777778,562
o,0.419058177,0.907959385,175.931805,0.865869175,29,0,1,416.9451729,5.930194919,7.039558135,1.206083869,4.26953125,500
o,-0.813733471,-0.581238194,175.071414,0.89873156,24.20743687,-0.784882766,0.619644289,414.0284218,7.905218801,12.18046078,4.082023641,1.31640625,563
o,-0.502135517,0.864788947,168.2171216,0.941562977,53.85164807,-0.259973473,0.965615759,422.3276082,6.662649475,8.466700413,1.642076889,3.848888889,531
o,-0.832050294,0.554700196,185.2349859,0.907859221,20.24845673,-0.839570157,0.543251278,425.2852582,6.031837303,6.75214954,1.366185217,3.3125,438
o,-0.419058177,0.907959385,172.800463,0.924980407,44.92215489,-0.289389501,0.957211427,426.3916977,6.519093924,8.257814638,1.76609849,4.555555556,484
o,0.026306682,0.999653919,159.5054858,0.963665622,41.01219331,-0.024382992,0.999702691,389.1153108,6.200044075,8.021627076,1.876837487,4.78515625,453
o,-0.409055904,0.912509325,202.8003945,0.925322834,49.39635614,-0.364399349,0.93124278,495.1016286,6.547594465,6.894678911,1.226023126,4.70703125,469
o,-0.290007395,0.957024404,187.8643127,0.856973797,41.0487515,0.048722554,0.998812351,447.7444837,6.407540302,7.749002777,1.612114826,5.284444444,500
o,-0.290007395,0.957024404,199.2009036,0.924283179,40.52159918,-0.271460165,0.962449676,480.6333791,6.305805883,7.539567232,1.450011088,5.284444444,437
o,0,-1,128.6895489,0.889987498,8.94427191,0.447213595,-0.894427191,293.5663769,10.21017612,14.68024757,14.41174051,1.777777778,828
o,-0.832050294,-0.554700196,125.1758763,0.768450634,50.92150823,0.942627225,-0.333847142,297.4927355,11.07234618,18.22341991,11.38119402,0.70703125,1015
o,0,-1,126.0634761,0.729277381,49.04079934,0.937994499,-0.346650141,339.3349893,11.70420056,13.71233478,6.071293236,1.328125,906
p,-0.106533124,-0.994309154,186.8502074,1.169418229,76.65507159,-0.260909025,-0.965363393,338.547137,-4.748676675,5.895272237,1.396468451,3.524444444,375
p,-0.090535746,-0.995893206,155.0806242,1.289839455,70.06425622,-0.042817838,-0.999082896,268.5572713,-4.538717782,9.236474587,2.874708581,4.2890625,391
p,-0.124034735,-0.992277877,146.5366848,1.208032068,56.29387178,-0.213167075,-0.977015761,264.7875688,-4.72510016,7.471503248,2.01639443,3.34765625,438
p,-0.03331483,-0.999444907,152.7383383,1.251116163,75.23961722,0.079745222,-0.996815279,260.6681967,-4.628012673,7.321278534,2.023290661,2.4453125,375
p,-0.316227766,-0.948683298,163.2727779,1.214176191,70.71067812,-0.141421356,-0.989949494,296.468246,-4.920228025,6.212904718,1.461353922,2.711111111,344
p,-0.029399052,-0.999567754,139.6173342,1.142390531,51.35172831,-0.116841248,-0.993150604,263.3143116,-1.69477721,10.52745289,11.81599706,4.004444444,343
p,-0.136637397,-0.990621129,129.7112177,1.124388389,59.66573556,-0.234640533,-0.972082209,238.999134,-4.836743975,11.22997828,3.804287936,2.6,422
p,-0.224859507,-0.974391196,122.8006515,1.290259535,62.39390996,-0.112190437,-0.993686724,211.4359647,-4.802094669,9.25744138,3.079673847,2.78125,406
p,0.037011661,-0.999314834,142.3516772,1.151145465,63.78871374,-0.235151316,-0.971958774,249.3997104,-4.602369921,6.584368551,2.183888668,3.244444444,343
p,-0.079745222,-0.996815279,160.7295866,1.154467131,64.28063472,-0.093340709,-0.995634226,292.2267587,-4.584379922,5.642343167,1.295414886,2.635555556,328
p,-0.196116135,-0.980580676,172.904598,1.050215493,76.11832894,-0.170786724,-0.98530802,317.7664566,-4.753839878,5.820535269,1.269526688,2.78125,375
p,-0.216930458,-0.97618706,149.6963593,1.208898223,58.07753438,-0.051655085,-0.998664985,272.4712929,-4.746596164,6.339347697,1.549155012,2.98828125,360
p,-0.03331483,-0.999444907,152.7776162,1.271816163,70.00714249,-0.014284257,-0.999897975,267.4718575,-4.75083157,9.830761741,3.250862949,3.51953125,438
p,-0.099503719,-0.99503719,153.212271,1.203622493,73.24616031,-0.081915557,-0.996639274,271.218481,-1.810027927,9.98863244,11.60540368,3.55078125,375
p,-0.110431526,-0.993883735,156.3873396,1.170102669,65.06919394,-0.046104767,-0.99893661,291.9573808,-4.71238898,6.761287557,1.64704583,3.28,375
p,-0.07124705,-0.9974587,171.5633994,1.293297308,76.00657866,-0.013156756,-0.999913446,299.0203071,-1.778292553,13.37045065,12.95411768,2.265625,500
p,-0.136637397,-0.990621129,227.3081609,1.178035661,106.5316854,-0.168963815,-0.985622255,396.9404341,-4.522273239,7.127468833,1.762498705,3.808888889,500
p,0.894427191,-0.447213595,155.241747,1.18789761,55.22680509,0.851036013,-0.525107327,496.881168,0.643501109,32.54617581,33.44422315,3.453125,1703
p,1,0,110.6390528,1.050529137,31.32091953,0.957826285,-0.287347886,312.7432507,-3.141592654,27.26173383,27.84774946,1.9140625,1516
p,0,-1,148.0337799,1.116211914,88.25531145,0.339922884,-0.940453312,237.9896342,-4.71238898,7.626268793,2.884404821,1.937777778,703
q,-0.894427191,-0.447213595,190.682983,1.14937712,111.3642672,0.080815869,0.996729048,471.6603753,4.923955425,15.4978063,18.39418277,3.755555556,625
q,-0.92609236,0.377296887,169.6850023,1.059690975,104,0.384615385,0.923076923,399.6857668,9.991133067,19.73433405,16.88782951,2.69140625,687
q,-0.952028561,-0.30600918,152.0690633,1.092443895,71.25307011,0.084206898,0.996448292,381.2607953,10.74361899,19.39994305,15.49582958,3.37890625,656
q,-0.894427191,0.447213595,140.890028,1.123020401,96.16652224,0.291161616,0.95667388,316.9778451,3.736067659,25.21613375,25.14267178,2.8125,688
q,-0.995893206,-0.090535746,151.211772,1.133769646,98.00510191,0.142849706,0.989744392,355.2735807,4.065630554,24.76978549,20.8231267,1.848888889,859
q,-0.982872187,-0.184288535,164.1279988,1.109873507,88.95504483,0.146141234,0.989263736,432.6724692,4.450269139,23.90389907,21.09753806,1.302222222,781
q,-0.924016832,0.382351793,119.4361754,1.129616846,77.02596965,0.025965269,0.999662846,290.5703085,3.394668306,27.96368342,26.58278139,3.84765625,781
q,0,-1,136.1653407,1.163011588,89.08984229,-0.044898497,0.998991554,291.4642126,11.89162967,23.21989889,24.94294444,1.644444444,1406
q,0,-1,138.9244399,1.042721878,80.65358021,0.334765052,0.942301629,321.551804,13.35176878,22.91662904,23.21410083,1.64453125,1344
q,0.242535625,-0.9701425,156.6684397,1.064317785,67.44627492,0.266879083,0.963730022,392.9955156,12.56637061,17.66857838,19.14252554,2.65625,1297
q,-0.196116135,-0.980580676,115.1216748,1.002068444,57.87054518,0.172799478,0.984957025,266.9860884,5.497787144,21.92664575,19.02403878,1.14453125,1750
q,-0.707106781,-0.707106781,184.7403583,0.966278708,79.32212806,0.554700196,0.832050294,465.9841439,11.78097245,16.48168443,11.44949266,3.222222222,1281
q,0,-1,172.5398505,1.171992745,109.1787525,0.146548661,0.989203462,381.7354894,6.283185307,19.02719492,25.03458804,2.435555556,1156
q,-0.707106781,-0.707106781,138.7155363,1.194305992,100.019998,-0.019996001,0.99980006,301.5929523,4.390638426,19.64201049,29.04727335,4.25390625,1110
q,-0.707106781,-0.707106781,143.1782106,1.075908884,93.30058949,0.332259423,0.943188039,305.5558008,4.71238898,17.25814602,25.69948949,3.0625,1203
q,-0.928476691,-0.371390676,146.4923206,1.009302664,92.4175308,0.227229616,0.97384121,344.480656,4.570491926,13.79981607,18.0118016,2.4765625,1062
q,-0.447213595,-0.894427191,123.0650235,1.143496339,84.01190392,0.154739976,0.987955232,271.9092735,5.497787144,17.16543203,18.734118,1.72265625,1078
q,-0.447213595,-0.894427191,194.4273643,1.196975619,31.40063694,0.796162194,0.605083268,521.7817678,4.970396222,27.74194398,28.52087095,6.4,1313
q,-0.447213595,-0.894427191,168.1546907,1.101829619,44.59820624,0.739940073,0.672672794,461.1462534,3.926990817,20.59860275,25.75335401,2.28515625,1328
q,0,-1,248.0403193,1.009632915,117.4436035,0.621574933,-0.78335471,628.2596077,5.71645609,25.54155723,38.57642686,4.2578125,1828
r,0.141421356,0.989949494,94.33981132,1.012197011,52.49761899,0.952424147,-0.304775727,166.7630643,-4.71238898,5.428776453,8.127487643,1.622222222,531
r,0.447213595,0.894427191,72.06941099,1.063697822,35.05709629,0.998371334,-0.057049791,148.5001869,-5.497787144,9.468163211,9.791560557,0.765625,625
r,0.178885438,0.98386991,100.1698557,1.013255212,53.75872022,0.985886565,0.1674147,193.5994441,-6.448333985,7.873874377,11.17762804,1.444444444,640
r,0.090535746,0.995893206,82.15229759,1.019938792,47.85394446,0.898567516,0.438835299,145.2343576,1.570796327,7.700437851,11.31538479,1,766
r,0.196116135,0.980580676,101.7889974,0.988243261,56.61271942,0.953849251,-0.300285875,179.804892,-0.463647609,8.261772125,12.09677566,1.355555556,578
r,0,1,82.29216245,1.118017855,36.87817783,0.97618706,0.216930458,162.9912116,-4.44E-16,6.780605285,12.90354933,1.604444444,594
